label,label_animal,timestamp,collar_id,progresion,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,sana,2026-03-19 11:55:00,COW_002,0.0162,38.02,1,69.8,45.41,58.45,0,-34.653144,-60.913099,175.8,2.11
sana,sana,2026-03-19 12:00:00,COW_002,0.0168,38.39,1,63.3,48.04,53.42,0,-34.653144,-60.913098,80.0,0.96
sana,sana,2026-03-19 12:05:00,COW_002,0.0174,39.02,1,60.1,41.8,51.13,0,-34.653144,-60.913099,135.0,1.62
sana,sana,2026-03-19 12:10:00,COW_002,0.0179,38.36,1,61.2,51.81,65.19,0,-34.653144,-60.913098,115.0,1.38
sana,sana,2026-03-19 12:15:00,COW_002,0.0185,38.79,0,63.3,42.07,50.47,0,-34.653144,-60.913099,46.7,0.56
sana,sana,2026-03-19 12:20:00,COW_002,0.0191,39.7,1,61.9,49.06,56.53,0,-34.653144,-60.913099,19.2,0.23
sana,sana,2026-03-19 12:25:00,COW_002,0.0197,39.29,1,64.3,46.8,64.92,0,-34.653144,-60.913099,136.7,1.64
sana,sana,2026-03-19 12:30:00,COW_002,0.0203,38.77,1,60.9,43.13,61.05,0,-34.653144,-60.913099,35.0,0.42
sana,sana,2026-03-19 12:35:00,COW_002,0.0208,38.76,1,68.6,40.65,51.38,0,-34.653145,-60.913099,124.2,1.49
sana,sana,2026-03-19 12:40:00,COW_002,0.0214,37.53,1,60.0,45.25,52.44,0,-34.653145,-60.913099,55.0,0.66
sana,sana,2026-03-19 12:45:00,COW_002,0.022,37.95,0,60.8,46.68,52.85,0,-34.653145,-60.913099,39.2,0.47
sana,sana,2026-03-19 12:50:00,COW_002,0.0226,38.18,1,59.5,43.65,49.72,0,-34.653145,-60.9131,129.2,1.55
sana,sana,2026-03-19 12:55:00,COW_002,0.0231,38.56,1,69.6,38.68,48.99,0,-34.653145,-60.9131,0.0,0.0
sana,sana,2026-03-19 13:00:00,COW_002,0.0237,38.14,1,50.9,42.45,53.29,0,-34.653145,-60.9131,30.8,0.37
sana,sana,2026-03-19 13:05:00,COW_002,0.0243,38.78,1,56.1,43.41,53.95,0,-34.653145,-60.9131,59.2,0.71
sana,sana,2026-03-19 13:10:00,COW_002,0.0249,39.08,0,62.9,42.1,51.82,1,-34.653145,-60.9131,55.0,0.66
sana,sana,2026-03-19 13:15:00,COW_002,0.0255,38.89,1,65.8,46.25,54.74,0,-34.653145,-60.9131,0.0,0.0
sana,sana,2026-03-19 13:20:00,COW_002,0.026,38.7,1,53.6,47.16,52.6,0,-34.653145,-60.9131,60.0,0.72
sana,sana,2026-03-19 13:25:00,COW_002,0.0266,38.55,1,64.0,45.91,65.65,0,-34.653145,-60.9131,0.0,0.0
sana,sana,2026-03-19 13:30:00,COW_002,0.0272,38.54,0,60.4,42.22,59.2,0,-34.653144,-60.9131,55.0,0.66
sana,sana,2026-03-19 13:35:00,COW_002,0.0278,38.78,1,63.7,42.58,51.1,0,-34.653145,-60.9131,90.0,1.08
sana,sana,2026-03-19 13:40:00,COW_002,0.0284,38.43,1,60.8,37.04,47.61,0,-34.653145,-60.913099,104.2,1.25
sana,sana,2026-03-19 13:45:00,COW_002,0.0289,38.7,1,60.4,44.59,58.67,0,-34.653145,-60.913098,68.3,0.82
sana,sana,2026-03-19 13:50:00,COW_002,0.0295,38.82,0,68.7,47.94,63.48,0,-34.653145,-60.913098,63.3,0.76
sana,sana,2026-03-19 13:55:00,COW_002,0.0301,38.55,1,76.9,47.61,63.72,0,-34.653145,-60.913098,110.8,1.33
sana,sana,2026-03-19 14:00:00,COW_002,0.0307,38.85,1,63.2,41.45,49.98,0,-34.653145,-60.913098,83.3,1.0
sana,sana,2026-03-19 14:05:00,COW_002,0.0312,38.65,0,63.2,50.8,61.57,0,-34.653145,-60.913098,38.3,0.46
sana,sana,2026-03-19 14:10:00,COW_002,0.0318,38.49,1,47.0,38.34,52.15,0,-34.653145,-60.913098,51.7,0.62
sana,sana,2026-03-19 14:15:00,COW_002,0.0324,38.72,1,61.2,36.89,48.68,0,-34.653145,-60.913098,24.2,0.29
sana,sana,2026-03-19 14:20:00,COW_002,0.033,38.85,1,57.7,45.79,54.62,0,-34.653145,-60.913098,44.2,0.53
sana,sana,2026-03-19 14:25:00,COW_002,0.0336,38.76,1,62.9,41.34,55.7,0,-34.653143,-60.913098,109.2,1.31
sana,sana,2026-03-19 14:30:00,COW_002,0.0341,38.71,0,69.7,42.84,53.04,0,-34.653143,-60.913099,95.8,1.15
sana,sana,2026-03-19 14:35:00,COW_002,0.0347,38.87,1,55.1,37.6,44.31,0,-34.653142,-60.913099,116.7,1.4
sana,sana,2026-03-19 14:40:00,COW_002,0.0353,38.5,1,62.0,46.12,53.56,0,-34.653142,-60.913099,146.7,1.76
sana,sana,2026-03-19 14:45:00,COW_002,0.0359,38.36,1,63.4,37.91,52.58,0,-34.653142,-60.913099,11.7,0.14
sana,sana,2026-03-19 14:50:00,COW_002,0.0365,38.35,1,70.2,48.09,56.62,0,-34.653142,-60.913098,97.5,1.17
sana,sana,2026-03-19 14:55:00,COW_002,0.037,38.28,1,71.2,42.88,49.43,0,-34.653142,-60.913098,77.5,0.93
sana,sana,2026-03-19 15:00:00,COW_002,0.0376,39.29,1,57.1,41.9,59.66,0,-34.653142,-60.913097,127.5,1.53
sana,sana,2026-03-19 15:05:00,COW_002,0.0382,38.73,1,62.3,40.77,48.95,0,-34.653142,-60.913097,54.2,0.65
sana,sana,2026-03-19 15:10:00,COW_002,0.0388,39.06,1,64.3,43.25,50.1,0,-34.653142,-60.913097,29.2,0.35
sana,sana,2026-03-19 15:15:00,COW_002,0.0394,38.45,1,61.1,39.8,50.86,0,-34.653143,-60.913096,175.0,2.1
sana,sana,2026-03-19 15:20:00,COW_002,0.0399,38.3,0,53.7,42.56,55.55,0,-34.653143,-60.913097,132.5,1.59
sana,sana,2026-03-19 15:25:00,COW_002,0.0405,38.45,0,56.5,60.95,83.89,0,-34.653143,-60.913096,160.8,1.93
sana,sana,2026-03-19 15:30:00,COW_002,0.0411,38.7,1,60.7,42.48,52.93,0,-34.653143,-60.913097,58.3,0.7
sana,sana,2026-03-19 15:35:00,COW_002,0.0417,38.84,1,66.1,48.29,65.02,0,-34.653143,-60.913097,99.2,1.19
sana,sana,2026-03-19 15:40:00,COW_002,0.0422,,0,64.6,50.49,63.26,0,-34.653142,-60.913098,119.2,1.43
sana,sana,2026-03-19 15:45:00,COW_002,0.0428,38.51,1,60.6,41.82,59.02,0,-34.653143,-60.913097,85.0,1.02
sana,sana,2026-03-19 15:50:00,COW_002,0.0434,38.34,1,62.7,44.33,57.24,0,-34.653142,-60.913097,146.7,1.76
sana,sana,2026-03-19 15:55:00,COW_002,0.044,38.38,1,59.4,36.1,42.94,0,-34.653143,-60.913096,156.7,1.88
sana,sana,2026-03-19 16:00:00,COW_002,0.0446,38.01,1,67.6,38.49,45.97,0,-34.653144,-60.913096,115.0,1.38
sana,sana,2026-03-19 16:05:00,COW_002,0.0451,38.04,1,67.1,50.63,56.59,0,-34.653144,-60.913095,135.8,1.63
sana,sana,2026-03-19 16:10:00,COW_002,0.0457,38.31,1,66.2,30.69,37.31,0,-34.653144,-60.913095,88.3,1.06
sana,sana,2026-03-19 16:15:00,COW_002,0.0463,38.34,1,66.2,47.41,56.71,0,-34.653144,-60.913095,4.2,0.05
sana,sana,2026-03-19 16:20:00,COW_002,0.0469,38.34,1,61.2,41.63,47.34,0,-34.653143,-60.913094,121.7,1.46
sana,sana,2026-03-19 16:25:00,COW_002,0.0475,,1,63.0,35.45,41.5,0,-34.653143,-60.913095,60.0,0.72
sana,sana,2026-03-19 16:30:00,COW_002,0.048,38.69,0,64.1,42.28,59.56,0,-34.653143,-60.913094,130.0,1.56
sana,sana,2026-03-19 16:35:00,COW_002,0.0486,38.56,0,61.5,36.58,49.66,0,-34.653143,-60.913094,95.0,1.14
sana,sana,2026-03-19 16:40:00,COW_002,0.0492,38.27,1,60.7,36.7,51.52,0,-34.653143,-60.913094,56.7,0.68
sana,sana,2026-03-19 16:45:00,COW_002,0.0498,38.56,0,58.6,47.19,60.61,0,-34.653143,-60.913094,47.5,0.57
sana,sana,2026-03-19 16:50:00,COW_002,0.0503,39.36,1,59.0,40.81,58.51,0,-34.653143,-60.913094,164.2,1.97
sana,sana,2026-03-19 16:55:00,COW_002,0.0509,38.41,1,70.7,43.47,51.64,0,-34.653145,-60.913095,141.7,1.7
sana,sana,2026-03-19 17:00:00,COW_002,0.0515,38.76,1,62.9,34.44,43.53,0,-34.653145,-60.913095,35.0,0.42
sana,sana,2026-03-19 17:05:00,COW_002,0.0521,38.52,1,57.1,47.26,67.68,0,-34.653146,-60.913095,87.5,1.05
sana,sana,2026-03-19 17:10:00,COW_002,0.0527,38.52,1,66.5,48.88,67.23,0,-34.653146,-60.913095,149.2,1.79
sana,sana,2026-03-19 17:15:00,COW_002,0.0532,38.58,1,67.2,52.71,58.56,0,-34.653146,-60.913096,70.0,0.84
sana,sana,2026-03-19 17:20:00,COW_002,0.0538,38.42,1,69.7,45.86,50.49,0,-34.653145,-60.913096,95.0,1.14
sana,sana,2026-03-19 17:25:00,COW_002,0.0544,38.61,1,72.1,38.55,43.62,0,-34.653146,-60.913095,168.3,2.02
sana,sana,2026-03-19 17:30:00,COW_002,0.055,38.04,1,64.1,54.41,64.34,0,-34.653146,-60.913095,50.8,0.61
sana,sana,2026-03-19 17:35:00,COW_002,0.0556,38.49,1,65.5,47.79,66.41,0,-34.653146,-60.913095,140.0,1.68
sana,sana,2026-03-19 17:40:00,COW_002,0.0561,38.14,1,62.4,44.68,56.44,0,-34.653146,-60.913096,70.0,0.84
sana,sana,2026-03-19 17:45:00,COW_002,0.0567,38.45,1,70.5,48.01,67.34,0,-34.653147,-60.913095,94.2,1.13
sana,sana,2026-03-19 17:50:00,COW_002,0.0573,38.33,1,70.2,40.64,53.36,0,-34.653148,-60.913095,150.0,1.8
sana,sana,2026-03-19 17:55:00,COW_002,0.0579,38.31,1,63.9,44.24,48.93,0,-34.653148,-60.913095,73.3,0.88
sana,sana,2026-03-19 18:00:00,COW_002,0.0584,38.52,0,62.2,41.79,57.78,0,-34.653148,-60.913095,28.3,0.34
sana,sana,2026-03-19 18:05:00,COW_002,0.059,38.07,1,64.7,33.06,36.67,0,-34.653148,-60.913096,68.3,0.82
sana,sana,2026-03-19 18:10:00,COW_002,0.0596,38.86,1,62.6,45.14,51.93,0,-34.653148,-60.913096,22.5,0.27
sana,sana,2026-03-19 18:15:00,COW_002,0.0602,38.41,1,74.5,35.72,42.33,0,-34.653148,-60.913096,35.0,0.42
sana,sana,2026-03-19 18:20:00,COW_002,0.0608,38.63,1,77.8,42.85,54.44,0,-34.653148,-60.913097,77.5,0.93
sana,sana,2026-03-19 18:25:00,COW_002,0.0613,38.82,1,73.4,45.42,55.02,0,-34.653148,-60.913098,131.7,1.58
sana,sana,2026-03-19 18:30:00,COW_002,0.0619,38.46,1,64.9,43.63,62.99,0,-34.653147,-60.913097,125.0,1.5
sana,sana,2026-03-19 18:35:00,COW_002,0.0625,38.44,1,64.3,30.16,43.5,0,-34.653147,-60.913097,28.3,0.34
sana,sana,2026-03-19 18:40:00,COW_002,0.0631,38.86,1,54.8,41.55,52.07,0,-34.653147,-60.913097,13.3,0.16
sana,sana,2026-03-19 18:45:00,COW_002,0.0637,38.23,1,60.5,48.68,58.52,0,-34.653146,-60.913097,161.7,1.94
sana,sana,2026-03-19 18:50:00,COW_002,0.0642,38.56,1,58.3,46.9,66.98,0,-34.653147,-60.913097,83.3,1.0
sana,sana,2026-03-19 18:55:00,COW_002,0.0648,38.88,1,50.6,45.47,59.59,0,-34.653146,-60.913098,114.2,1.37
sana,sana,2026-03-19 19:00:00,COW_002,0.0654,38.41,1,57.9,41.14,55.41,0,-34.653146,-60.913097,115.0,1.38
sana,sana,2026-03-19 19:05:00,COW_002,0.066,39.12,1,50.6,42.61,50.66,0,-34.653147,-60.913098,175.8,2.11
sana,sana,2026-03-19 19:10:00,COW_002,0.0666,38.93,1,56.8,40.99,54.16,0,-34.653147,-60.913098,25.0,0.3
sana,sana,2026-03-19 19:15:00,COW_002,0.0671,38.31,1,65.6,41.47,45.81,0,-34.653146,-60.913097,123.3,1.48
sana,sana,2026-03-19 19:20:00,COW_002,0.0677,38.27,1,84.2,43.13,57.52,0,-34.653146,-60.913097,0.0,0.0
sana,sana,2026-03-19 19:25:00,COW_002,0.0683,37.86,1,60.8,40.89,56.58,0,-34.653147,-60.913097,43.3,0.52
sana,sana,2026-03-19 19:30:00,COW_002,0.0689,38.8,1,59.5,34.52,38.33,0,-34.653146,-60.913096,160.8,1.93
sana,sana,2026-03-19 19:35:00,COW_002,0.0694,38.84,1,57.8,39.85,49.63,0,-34.653146,-60.913096,45.8,0.55
sana,sana,2026-03-19 19:40:00,COW_002,0.07,38.63,1,62.5,43.92,59.06,0,-34.653145,-60.913096,41.7,0.5
sana,sana,2026-03-19 19:45:00,COW_002,0.0706,37.55,1,66.8,39.67,52.21,0,-34.653145,-60.913096,89.2,1.07
sana,sana,2026-03-19 19:50:00,COW_002,0.0712,38.83,1,68.0,43.7,53.43,0,-34.653146,-60.913096,146.7,1.76
sana,sana,2026-03-19 19:55:00,COW_002,0.0718,38.3,1,58.7,41.32,56.32,0,-34.653146,-60.913096,61.7,0.74
sana,sana,2026-03-19 20:00:00,COW_002,0.0723,38.17,1,55.3,40.63,50.93,0,-34.653146,-60.913096,16.7,0.2
sana,sana,2026-03-19 20:05:00,COW_002,0.0729,38.26,1,65.1,41.01,47.68,0,-34.653147,-60.913096,154.2,1.85
sana,sana,2026-03-19 20:10:00,COW_002,0.0735,38.32,1,69.7,41.4,53.27,0,-34.653147,-60.913097,75.8,0.91
sana,sana,2026-03-19 20:15:00,COW_002,0.0741,38.97,1,64.0,33.67,41.44,0,-34.653146,-60.913097,44.2,0.53
sana,sana,2026-03-19 20:20:00,COW_002,0.0747,38.02,1,59.0,44.61,59.82,0,-34.653147,-60.913097,85.0,1.02
sana,sana,2026-03-19 20:25:00,COW_002,0.0752,38.62,1,54.7,43.0,48.08,0,-34.653147,-60.913097,60.0,0.72
sana,sana,2026-03-19 20:30:00,COW_002,0.0758,38.72,1,59.6,40.36,45.86,0,-34.653147,-60.913097,51.7,0.62
sana,sana,2026-03-19 20:35:00,COW_002,0.0764,38.21,1,58.1,44.83,61.25,0,-34.653147,-60.913097,72.5,0.87
sana,sana,2026-03-19 20:40:00,COW_002,0.077,38.8,1,75.8,39.82,53.65,1,-34.653147,-60.913097,85.0,1.02
sana,sana,2026-03-19 20:45:00,COW_002,0.0775,38.35,0,57.0,40.41,54.29,0,-34.653147,-60.913097,51.7,0.62
sana,sana,2026-03-19 20:50:00,COW_002,0.0781,38.21,1,66.7,46.46,60.68,0,-34.653147,-60.913097,76.7,0.92
sana,sana,2026-03-19 20:55:00,COW_002,0.0787,38.2,1,66.0,39.22,43.57,0,-34.653147,-60.913097,69.2,0.83
sana,sana,2026-03-19 21:00:00,COW_002,0.0793,39.41,1,65.2,43.14,49.17,0,-34.653147,-60.913097,0.0,0.0
sana,sana,2026-03-19 21:05:00,COW_002,0.0799,38.2,1,64.0,42.79,50.28,0,-34.653147,-60.913097,104.2,1.25
sana,sana,2026-03-19 21:10:00,COW_002,0.0804,38.68,1,68.5,40.91,56.36,0,-34.653147,-60.913097,107.5,1.29
sana,sana,2026-03-19 21:15:00,COW_002,0.081,38.83,0,64.7,49.95,66.08,0,-34.653147,-60.913097,45.0,0.54
sana,sana,2026-03-19 21:20:00,COW_002,0.0816,37.97,0,53.1,44.69,59.93,0,-34.653147,-60.913097,36.7,0.44
sana,sana,2026-03-19 21:25:00,COW_002,0.0822,38.74,1,69.2,40.97,48.6,0,-34.653147,-60.913098,35.0,0.42
sana,sana,2026-03-19 21:30:00,COW_002,0.0828,38.61,1,68.8,39.73,49.84,0,-34.653147,-60.913098,85.8,1.03
sana,sana,2026-03-19 21:35:00,COW_002,0.0833,38.74,1,57.0,32.35,37.03,0,-34.653147,-60.913098,35.0,0.42
sana,sana,2026-03-19 21:40:00,COW_002,0.0839,38.36,1,47.4,37.9,46.18,0,-34.653147,-60.913098,32.5,0.39
sana,sana,2026-03-19 21:45:00,COW_002,0.0845,39.0,1,60.8,45.72,60.84,0,-34.653147,-60.913098,56.7,0.68
sana,sana,2026-03-19 21:50:00,COW_002,0.0851,38.49,1,59.0,39.71,52.14,0,-34.653147,-60.913098,35.8,0.43
sana,sana,2026-03-19 21:55:00,COW_002,0.0856,39.36,1,54.4,48.1,63.95,0,-34.653147,-60.913098,20.8,0.25
sana,sana,2026-03-19 22:00:00,COW_002,0.0862,38.3,0,52.7,46.54,61.19,0,-34.653147,-60.913098,40.8,0.49
sana,sana,2026-03-19 22:05:00,COW_002,0.0868,38.64,1,63.2,45.37,54.44,0,-34.653147,-60.913098,62.5,0.75
sana,sana,2026-03-19 22:10:00,COW_002,0.0874,38.83,1,69.3,47.34,56.99,0,-34.653147,-60.913098,137.5,1.65
sana,sana,2026-03-19 22:15:00,COW_002,0.088,38.03,1,58.5,39.92,46.92,0,-34.653147,-60.913098,120.0,1.44
sana,sana,2026-03-19 22:20:00,COW_002,0.0885,39.04,1,58.3,46.61,67.41,0,-34.653147,-60.913098,82.5,0.99
sana,sana,2026-03-19 22:25:00,COW_002,0.0891,38.63,1,67.6,50.39,65.5,0,-34.653147,-60.913098,0.0,0.0
sana,sana,2026-03-19 22:30:00,COW_002,0.0897,38.61,1,66.6,45.12,56.25,0,-34.653147,-60.913097,164.2,1.97
sana,sana,2026-03-19 22:35:00,COW_002,0.0903,39.12,1,60.5,41.28,46.3,0,-34.653146,-60.913096,210.8,2.53
sana,sana,2026-03-19 22:40:00,COW_002,0.0909,37.71,1,71.2,41.37,46.71,0,-34.653146,-60.913096,0.0,0.0
sana,sana,2026-03-19 22:45:00,COW_002,0.0914,38.69,0,58.4,44.63,50.95,0,-34.653146,-60.913096,117.5,1.41
sana,sana,2026-03-19 22:50:00,COW_002,0.092,39.0,0,70.4,34.6,42.05,0,-34.653146,-60.913096,54.2,0.65
sana,sana,2026-03-19 22:55:00,COW_002,0.0926,38.65,1,56.7,39.03,55.76,0,-34.653146,-60.913097,96.7,1.16
sana,sana,2026-03-19 23:00:00,COW_002,0.0932,38.98,0,55.3,49.06,55.64,0,-34.653146,-60.913097,0.0,0.0
sana,sana,2026-03-19 23:05:00,COW_002,0.0938,38.52,1,66.0,41.96,55.78,0,-34.653146,-60.913097,0.0,0.0
sana,sana,2026-03-19 23:10:00,COW_002,0.0943,38.77,1,64.0,42.63,59.56,0,-34.653146,-60.913096,107.5,1.29
sana,sana,2026-03-19 23:15:00,COW_002,0.0949,38.03,1,55.0,41.73,60.08,0,-34.653146,-60.913096,85.8,1.03
sana,sana,2026-03-19 23:20:00,COW_002,0.0955,38.45,1,63.3,47.24,57.44,0,-34.653146,-60.913096,77.5,0.93
sana,sana,2026-03-19 23:25:00,COW_002,0.0961,38.19,0,63.1,44.37,58.99,1,-34.653146,-60.913096,27.5,0.33
sana,sana,2026-03-19 23:30:00,COW_002,0.0966,38.35,1,53.8,38.7,54.96,0,-34.653146,-60.913096,15.0,0.18
sana,sana,2026-03-19 23:35:00,COW_002,0.0972,38.62,1,55.0,39.15,53.07,0,-34.653146,-60.913096,15.8,0.19
sana,sana,2026-03-19 23:40:00,COW_002,0.0978,39.09,1,75.3,42.78,52.89,0,-34.653146,-60.913096,0.8,0.01
sana,sana,2026-03-19 23:45:00,COW_002,0.0984,38.52,1,56.3,60.62,86.22,0,-34.653146,-60.913096,2.5,0.03
sana,sana,2026-03-19 23:50:00,COW_002,0.099,38.42,0,71.8,43.79,48.25,0,-34.653146,-60.913096,32.5,0.39
sana,sana,2026-03-19 23:55:00,COW_002,0.0995,39.4,1,54.0,43.84,48.34,0,-34.653145,-60.913097,127.5,1.53
sana,sana,2026-03-20 00:00:00,COW_002,0.1001,38.59,1,64.0,43.83,52.47,0,-34.653145,-60.913097,61.7,0.74
sana,sana,2026-03-20 00:05:00,COW_002,0.1007,38.52,1,60.8,36.73,46.22,0,-34.653145,-60.913097,75.0,0.9
sana,sana,2026-03-20 00:10:00,COW_002,0.1013,38.99,1,51.4,38.18,47.92,0,-34.653144,-60.913096,134.2,1.61
sana,sana,2026-03-20 00:15:00,COW_002,0.1019,38.16,1,59.7,35.74,51.28,0,-34.653144,-60.913096,43.3,0.52
sana,sana,2026-03-20 00:20:00,COW_002,0.1024,39.16,1,67.5,40.71,58.22,0,-34.653144,-60.913097,152.5,1.83
sana,sana,2026-03-20 00:25:00,COW_002,0.103,38.3,1,58.2,50.35,62.61,0,-34.653144,-60.913097,25.8,0.31
sana,sana,2026-03-20 00:30:00,COW_002,0.1036,38.64,0,58.4,44.15,62.67,0,-34.653144,-60.913097,0.0,0.0
sana,sana,2026-03-20 00:35:00,COW_002,0.1042,38.0,0,66.1,36.6,51.85,0,-34.653144,-60.913097,77.5,0.93
sana,sana,2026-03-20 00:40:00,COW_002,0.1047,38.32,1,66.0,38.5,50.06,0,-34.653144,-60.913097,57.5,0.69
sana,sana,2026-03-20 00:45:00,COW_002,0.1053,38.57,1,61.8,41.52,50.0,0,-34.653144,-60.913097,10.8,0.13
sana,sana,2026-03-20 00:50:00,COW_002,0.1059,38.2,1,62.7,42.99,47.94,0,-34.653144,-60.913097,108.3,1.3
sana,sana,2026-03-20 00:55:00,COW_002,0.1065,38.34,1,66.1,45.32,59.92,0,-34.653144,-60.913097,33.3,0.4
sana,sana,2026-03-20 01:00:00,COW_002,0.1071,38.41,1,67.6,45.53,62.87,0,-34.653144,-60.913097,30.8,0.37
sana,sana,2026-03-20 01:05:00,COW_002,0.1076,38.74,1,62.5,39.02,49.13,0,-34.653143,-60.913097,57.5,0.69
sana,sana,2026-03-20 01:10:00,COW_002,0.1082,38.26,1,66.9,42.38,49.2,1,-34.653143,-60.913097,49.2,0.59
sana,sana,2026-03-20 01:15:00,COW_002,0.1088,39.17,1,62.1,34.68,42.25,0,-34.653143,-60.913098,80.8,0.97
sana,sana,2026-03-20 01:20:00,COW_002,0.1094,38.22,0,60.7,45.68,57.2,0,-34.653143,-60.913098,40.8,0.49
sana,sana,2026-03-20 01:25:00,COW_002,0.11,38.41,0,59.0,43.94,49.67,0,-34.653143,-60.913099,110.8,1.33
sana,sana,2026-03-20 01:30:00,COW_002,0.1105,38.24,1,63.0,46.46,67.14,0,-34.653143,-60.913098,11.7,0.14
sana,sana,2026-03-20 01:35:00,COW_002,0.1111,38.6,1,67.5,41.07,47.84,0,-34.653143,-60.913098,84.2,1.01
sana,sana,2026-03-20 01:40:00,COW_002,0.1117,38.64,1,71.5,43.83,48.55,0,-34.653143,-60.913098,61.7,0.74
sana,sana,2026-03-20 01:45:00,COW_002,0.1123,38.91,1,60.0,41.95,57.01,1,-34.653143,-60.913098,0.0,0.0
sana,sana,2026-03-20 01:50:00,COW_002,0.1128,39.09,1,61.3,44.57,60.62,0,-34.653143,-60.913098,22.5,0.27
sana,sana,2026-03-20 01:55:00,COW_002,0.1134,38.22,1,57.5,44.42,52.67,0,-34.653143,-60.913099,99.2,1.19
sana,sana,2026-03-20 02:00:00,COW_002,0.114,38.52,1,61.4,30.92,41.71,0,-34.653143,-60.913099,55.8,0.67
sana,sana,2026-03-20 02:05:00,COW_002,0.1146,38.55,1,51.8,39.75,52.74,0,-34.653144,-60.913099,75.8,0.91
sana,sana,2026-03-20 02:10:00,COW_002,0.1152,38.39,1,57.6,40.19,49.64,0,-34.653144,-60.913099,6.7,0.08
