label,label_animal,timestamp,collar_id,progresion,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
subclinica,subclinica,2026-03-19 11:15:00,COW_012,0.0127,38.94,1,72.2,44.24,55.85,0,-34.602211,-60.889037,29.2,0.35
subclinica,subclinica,2026-03-19 11:20:00,COW_012,0.0133,38.58,1,67.6,39.25,48.5,0,-34.602211,-60.889037,39.2,0.47
subclinica,subclinica,2026-03-19 11:25:00,COW_012,0.0139,38.74,1,59.6,41.18,48.88,0,-34.602211,-60.889037,0.0,0.0
subclinica,subclinica,2026-03-19 11:30:00,COW_012,0.0145,38.74,0,72.0,41.01,53.27,0,-34.60221,-60.889037,80.8,0.97
subclinica,subclinica,2026-03-19 11:35:00,COW_012,0.015,38.96,1,59.9,35.8,40.92,0,-34.60221,-60.889037,4.2,0.05
subclinica,subclinica,2026-03-19 11:40:00,COW_012,0.0156,38.63,1,75.8,39.23,56.2,0,-34.60221,-60.889037,0.0,0.0
subclinica,subclinica,2026-03-19 11:45:00,COW_012,0.0162,38.32,0,69.0,37.86,49.95,0,-34.602211,-60.889037,84.2,1.01
subclinica,subclinica,2026-03-19 11:50:00,COW_012,0.0168,39.24,1,69.1,35.15,48.19,0,-34.602211,-60.889038,99.2,1.19
subclinica,subclinica,2026-03-19 11:55:00,COW_012,0.0174,38.84,1,65.6,41.16,52.44,0,-34.602211,-60.889038,28.3,0.34
subclinica,subclinica,2026-03-19 12:00:00,COW_012,0.0179,38.37,1,66.2,34.17,48.83,1,-34.602212,-60.889038,108.3,1.3
subclinica,subclinica,2026-03-19 12:05:00,COW_012,0.0185,39.2,1,66.0,33.22,38.91,0,-34.602211,-60.889038,115.0,1.38
subclinica,subclinica,2026-03-19 12:10:00,COW_012,0.0191,38.77,1,58.9,33.44,44.74,0,-34.602211,-60.889038,29.2,0.35
subclinica,subclinica,2026-03-19 12:15:00,COW_012,0.0197,38.93,1,75.2,38.43,48.43,0,-34.602211,-60.889038,0.0,0.0
subclinica,subclinica,2026-03-19 12:20:00,COW_012,0.0203,38.7,1,64.3,41.37,59.25,1,-34.602211,-60.889038,83.3,1.0
subclinica,subclinica,2026-03-19 12:25:00,COW_012,0.0208,39.22,1,57.1,40.75,45.3,0,-34.602212,-60.889038,25.0,0.3
subclinica,subclinica,2026-03-19 12:30:00,COW_012,0.0214,39.03,1,65.2,43.31,62.43,0,-34.602211,-60.889038,45.8,0.55
subclinica,subclinica,2026-03-19 12:35:00,COW_012,0.022,38.53,0,62.1,29.58,42.78,1,-34.602211,-60.889038,7.5,0.09
subclinica,subclinica,2026-03-19 12:40:00,COW_012,0.0226,38.86,1,66.1,36.07,40.44,0,-34.602211,-60.889038,78.3,0.94
subclinica,subclinica,2026-03-19 12:45:00,COW_012,0.0231,39.32,1,69.8,36.82,44.3,0,-34.602211,-60.889037,95.8,1.15
subclinica,subclinica,2026-03-19 12:50:00,COW_012,0.0237,37.92,1,69.3,35.16,47.8,0,-34.602211,-60.889037,88.3,1.06
subclinica,subclinica,2026-03-19 12:55:00,COW_012,0.0243,38.48,1,69.9,36.6,45.54,0,-34.602211,-60.889037,35.0,0.42
subclinica,subclinica,2026-03-19 13:00:00,COW_012,0.0249,38.89,1,64.7,35.12,42.78,0,-34.602211,-60.889037,143.3,1.72
subclinica,subclinica,2026-03-19 13:05:00,COW_012,0.0255,38.95,1,60.0,43.08,56.81,0,-34.602211,-60.889037,151.7,1.82
subclinica,subclinica,2026-03-19 13:10:00,COW_012,0.026,39.85,1,64.8,33.6,45.94,1,-34.60221,-60.889037,73.3,0.88
subclinica,subclinica,2026-03-19 13:15:00,COW_012,0.0266,38.7,1,66.8,34.04,45.56,0,-34.602211,-60.889037,50.8,0.61
subclinica,subclinica,2026-03-19 13:20:00,COW_012,0.0272,38.93,1,80.0,40.84,58.19,0,-34.602211,-60.889036,67.5,0.81
subclinica,subclinica,2026-03-19 13:25:00,COW_012,0.0278,38.63,1,59.2,44.83,54.31,0,-34.602211,-60.889036,110.8,1.33
subclinica,subclinica,2026-03-19 13:30:00,COW_012,0.0284,39.13,0,64.3,31.35,42.52,0,-34.602212,-60.889037,156.7,1.88
subclinica,subclinica,2026-03-19 13:35:00,COW_012,0.0289,38.52,1,64.7,37.44,42.74,0,-34.602212,-60.889037,0.0,0.0
subclinica,subclinica,2026-03-19 13:40:00,COW_012,0.0295,38.4,0,67.1,38.48,46.18,0,-34.602212,-60.889037,60.8,0.73
subclinica,subclinica,2026-03-19 13:45:00,COW_012,0.0301,38.81,1,71.3,36.42,42.31,0,-34.602212,-60.889037,17.5,0.21
subclinica,subclinica,2026-03-19 13:50:00,COW_012,0.0307,39.34,1,64.9,40.13,46.1,0,-34.602212,-60.889037,0.0,0.0
subclinica,subclinica,2026-03-19 13:55:00,COW_012,0.0312,39.04,1,63.1,34.63,40.96,0,-34.602212,-60.889037,104.2,1.25
subclinica,subclinica,2026-03-19 14:00:00,COW_012,0.0318,38.91,1,69.4,36.77,47.49,0,-34.602212,-60.889037,46.7,0.56
subclinica,subclinica,2026-03-19 14:05:00,COW_012,0.0324,38.49,0,58.0,41.79,48.12,0,-34.602213,-60.889036,148.3,1.78
subclinica,subclinica,2026-03-19 14:10:00,COW_012,0.033,39.22,1,62.0,26.82,33.63,0,-34.602213,-60.889036,49.2,0.59
subclinica,subclinica,2026-03-19 14:15:00,COW_012,0.0336,38.58,1,62.5,44.96,62.8,0,-34.602213,-60.889037,3.3,0.04
subclinica,subclinica,2026-03-19 14:20:00,COW_012,0.0341,37.76,0,68.5,38.15,48.68,0,-34.602213,-60.889037,70.0,0.84
subclinica,subclinica,2026-03-19 14:25:00,COW_012,0.0347,39.09,1,54.3,36.61,47.04,0,-34.602213,-60.889036,75.8,0.91
subclinica,subclinica,2026-03-19 14:30:00,COW_012,0.0353,38.43,1,69.4,36.23,44.52,0,-34.602214,-60.889035,108.3,1.3
subclinica,subclinica,2026-03-19 14:35:00,COW_012,0.0359,38.82,1,64.8,33.47,41.01,0,-34.602213,-60.889035,41.7,0.5
subclinica,subclinica,2026-03-19 14:40:00,COW_012,0.0365,38.38,0,66.6,34.89,49.63,0,-34.602214,-60.889035,110.0,1.32
subclinica,subclinica,2026-03-19 14:45:00,COW_012,0.037,38.16,1,63.9,34.53,44.92,0,-34.602213,-60.889035,167.5,2.01
subclinica,subclinica,2026-03-19 14:50:00,COW_012,0.0376,38.84,1,65.2,40.51,45.58,0,-34.602213,-60.889035,65.0,0.78
subclinica,subclinica,2026-03-19 14:55:00,COW_012,0.0382,38.08,1,79.2,47.24,53.04,0,-34.602213,-60.889035,71.7,0.86
subclinica,subclinica,2026-03-19 15:00:00,COW_012,0.0388,38.35,1,50.0,43.64,57.59,0,-34.602214,-60.889036,154.2,1.85
subclinica,subclinica,2026-03-19 15:05:00,COW_012,0.0394,38.83,1,72.0,23.82,30.8,0,-34.602213,-60.889036,59.2,0.71
subclinica,subclinica,2026-03-19 15:10:00,COW_012,0.0399,38.96,1,59.6,37.19,49.2,0,-34.602214,-60.889036,124.2,1.49
subclinica,subclinica,2026-03-19 15:15:00,COW_012,0.0405,38.62,1,59.0,41.24,47.57,0,-34.602214,-60.889036,56.7,0.68
subclinica,subclinica,2026-03-19 15:20:00,COW_012,0.0411,38.93,0,65.5,38.55,47.7,1,-34.602214,-60.889036,175.8,2.11
subclinica,subclinica,2026-03-19 15:25:00,COW_012,0.0417,38.98,1,68.5,40.44,53.13,0,-34.602214,-60.889036,151.7,1.82
subclinica,subclinica,2026-03-19 15:30:00,COW_012,0.0422,38.86,1,64.3,38.42,48.49,0,-34.602214,-60.889036,89.2,1.07
subclinica,subclinica,2026-03-19 15:35:00,COW_012,0.0428,38.73,1,69.7,31.83,42.53,0,-34.602214,-60.889035,200.0,2.4
subclinica,subclinica,2026-03-19 15:40:00,COW_012,0.0434,38.74,1,66.9,31.85,41.12,0,-34.602213,-60.889035,82.5,0.99
subclinica,subclinica,2026-03-19 15:45:00,COW_012,0.044,38.74,1,61.2,41.08,57.01,0,-34.602213,-60.889035,61.7,0.74
subclinica,subclinica,2026-03-19 15:50:00,COW_012,0.0446,39.02,1,51.6,37.77,47.01,0,-34.602213,-60.889035,151.7,1.82
subclinica,subclinica,2026-03-19 15:55:00,COW_012,0.0451,38.24,1,58.0,35.87,42.5,0,-34.602212,-60.889034,130.0,1.56
subclinica,subclinica,2026-03-19 16:00:00,COW_012,0.0457,38.22,1,65.1,34.44,42.4,0,-34.602213,-60.889035,58.3,0.7
subclinica,subclinica,2026-03-19 16:05:00,COW_012,0.0463,38.98,0,64.9,32.58,43.54,0,-34.602211,-60.889036,167.5,2.01
subclinica,subclinica,2026-03-19 16:10:00,COW_012,0.0469,39.45,1,65.9,43.33,49.63,1,-34.60221,-60.889036,156.7,1.88
subclinica,subclinica,2026-03-19 16:15:00,COW_012,0.0475,38.52,1,63.0,37.8,46.63,0,-34.60221,-60.889036,85.8,1.03
subclinica,subclinica,2026-03-19 16:20:00,COW_012,0.048,38.27,1,68.4,41.43,53.98,0,-34.60221,-60.889035,126.7,1.52
subclinica,subclinica,2026-03-19 16:25:00,COW_012,0.0486,38.49,1,70.0,34.88,44.59,0,-34.602209,-60.889034,171.7,2.06
subclinica,subclinica,2026-03-19 16:30:00,COW_012,0.0492,38.62,1,61.5,51.27,56.57,0,-34.602209,-60.889033,136.7,1.64
subclinica,subclinica,2026-03-19 16:35:00,COW_012,0.0498,37.98,1,64.2,44.67,49.19,0,-34.602209,-60.889033,150.8,1.81
subclinica,subclinica,2026-03-19 16:40:00,COW_012,0.0503,38.78,1,63.8,39.49,45.13,0,-34.602209,-60.889034,101.7,1.22
subclinica,subclinica,2026-03-19 16:45:00,COW_012,0.0509,,1,51.0,37.25,49.27,0,-34.602208,-60.889034,58.3,0.7
subclinica,subclinica,2026-03-19 16:50:00,COW_012,0.0515,38.32,1,72.9,39.01,43.99,0,-34.602208,-60.889034,73.3,0.88
subclinica,subclinica,2026-03-19 16:55:00,COW_012,0.0521,38.86,1,51.8,34.03,47.85,0,-34.602208,-60.889035,163.3,1.96
subclinica,subclinica,2026-03-19 17:00:00,COW_012,0.0527,38.89,1,68.7,43.87,49.9,0,-34.602208,-60.889035,156.7,1.88
subclinica,subclinica,2026-03-19 17:05:00,COW_012,0.0532,39.39,1,72.7,43.56,59.76,0,-34.602208,-60.889035,93.3,1.12
subclinica,subclinica,2026-03-19 17:10:00,COW_012,0.0538,38.93,1,61.1,41.71,59.1,0,-34.602207,-60.889035,107.5,1.29
subclinica,subclinica,2026-03-19 17:15:00,COW_012,0.0544,39.22,1,67.0,37.46,42.65,0,-34.602208,-60.889034,101.7,1.22
subclinica,subclinica,2026-03-19 17:20:00,COW_012,0.055,38.27,1,66.9,34.57,49.33,0,-34.602208,-60.889034,136.7,1.64
subclinica,subclinica,2026-03-19 17:25:00,COW_012,0.0556,38.34,1,70.6,43.57,62.9,0,-34.602209,-60.889035,200.0,2.4
subclinica,subclinica,2026-03-19 17:30:00,COW_012,0.0561,39.41,1,75.3,42.24,54.32,0,-34.602209,-60.889035,100.8,1.21
subclinica,subclinica,2026-03-19 17:35:00,COW_012,0.0567,39.63,1,68.4,35.47,51.08,0,-34.60221,-60.889034,155.0,1.86
subclinica,subclinica,2026-03-19 17:40:00,COW_012,0.0573,38.34,1,60.9,47.18,60.92,0,-34.60221,-60.889034,175.0,2.1
subclinica,subclinica,2026-03-19 17:45:00,COW_012,0.0579,38.73,1,70.4,33.49,44.75,0,-34.60221,-60.889034,0.0,0.0
subclinica,subclinica,2026-03-19 17:50:00,COW_012,0.0584,38.39,0,57.1,47.93,63.28,0,-34.60221,-60.889034,84.2,1.01
subclinica,subclinica,2026-03-19 17:55:00,COW_012,0.059,39.05,0,83.2,30.17,38.77,0,-34.60221,-60.889034,120.0,1.44
subclinica,subclinica,2026-03-19 18:00:00,COW_012,0.0596,38.82,1,64.0,41.26,51.98,0,-34.60221,-60.889034,177.5,2.13
subclinica,subclinica,2026-03-19 18:05:00,COW_012,0.0602,39.04,1,69.9,34.63,39.21,0,-34.60221,-60.889034,143.3,1.72
subclinica,subclinica,2026-03-19 18:10:00,COW_012,0.0608,38.98,1,57.5,43.46,54.0,0,-34.60221,-60.889034,127.5,1.53
subclinica,subclinica,2026-03-19 18:15:00,COW_012,0.0613,39.36,1,66.1,39.36,54.19,0,-34.60221,-60.889034,24.2,0.29
subclinica,subclinica,2026-03-19 18:20:00,COW_012,0.0619,38.76,1,68.2,29.84,38.74,0,-34.60221,-60.889034,74.2,0.89
subclinica,subclinica,2026-03-19 18:25:00,COW_012,0.0625,38.64,1,63.0,33.08,46.55,0,-34.60221,-60.889034,75.8,0.91
subclinica,subclinica,2026-03-19 18:30:00,COW_012,0.0631,39.2,1,74.5,38.94,51.74,0,-34.60221,-60.889034,152.5,1.83
subclinica,subclinica,2026-03-19 18:35:00,COW_012,0.0637,38.44,1,64.8,50.18,62.43,0,-34.60221,-60.889034,15.8,0.19
subclinica,subclinica,2026-03-19 18:40:00,COW_012,0.0642,38.34,1,71.1,39.15,44.2,0,-34.60221,-60.889034,39.2,0.47
subclinica,subclinica,2026-03-19 18:45:00,COW_012,0.0648,38.85,1,60.7,42.22,54.77,0,-34.60221,-60.889034,45.8,0.55
subclinica,subclinica,2026-03-19 18:50:00,COW_012,0.0654,38.62,1,62.7,35.97,51.63,0,-34.60221,-60.889034,109.2,1.31
subclinica,subclinica,2026-03-19 18:55:00,COW_012,0.066,39.04,0,70.5,35.07,47.02,0,-34.60221,-60.889033,37.5,0.45
subclinica,subclinica,2026-03-19 19:00:00,COW_012,0.0666,37.69,1,67.1,34.04,44.27,0,-34.60221,-60.889033,106.7,1.28
subclinica,subclinica,2026-03-19 19:05:00,COW_012,0.0671,38.39,1,61.4,32.27,39.2,0,-34.60221,-60.889033,50.8,0.61
subclinica,subclinica,2026-03-19 19:10:00,COW_012,0.0677,38.8,1,74.8,39.36,51.65,0,-34.60221,-60.889033,0.0,0.0
subclinica,subclinica,2026-03-19 19:15:00,COW_012,0.0683,38.56,1,65.9,41.41,54.59,0,-34.602211,-60.889034,98.3,1.18
subclinica,subclinica,2026-03-19 19:20:00,COW_012,0.0689,38.62,1,75.3,37.25,46.19,0,-34.602211,-60.889034,165.8,1.99
subclinica,subclinica,2026-03-19 19:25:00,COW_012,0.0694,38.38,1,71.0,31.05,35.85,0,-34.60221,-60.889033,132.5,1.59
subclinica,subclinica,2026-03-19 19:30:00,COW_012,0.07,38.52,1,74.7,33.0,38.81,0,-34.60221,-60.889033,20.0,0.24
subclinica,subclinica,2026-03-19 19:35:00,COW_012,0.0706,38.67,1,64.2,39.97,53.7,0,-34.602211,-60.889034,91.7,1.1
subclinica,subclinica,2026-03-19 19:40:00,COW_012,0.0712,38.4,0,70.3,45.88,64.62,0,-34.602211,-60.889034,75.8,0.91
subclinica,subclinica,2026-03-19 19:45:00,COW_012,0.0718,38.26,1,55.1,34.61,41.54,0,-34.602211,-60.889034,22.5,0.27
subclinica,subclinica,2026-03-19 19:50:00,COW_012,0.0723,39.46,1,75.9,38.63,55.63,0,-34.602211,-60.889034,72.5,0.87
subclinica,subclinica,2026-03-19 19:55:00,COW_012,0.0729,38.78,1,67.7,42.99,56.77,1,-34.60221,-60.889034,111.7,1.34
subclinica,subclinica,2026-03-19 20:00:00,COW_012,0.0735,39.07,0,56.3,38.21,44.23,0,-34.602211,-60.889034,60.0,0.72
subclinica,subclinica,2026-03-19 20:05:00,COW_012,0.0741,38.87,1,61.8,40.85,54.61,1,-34.602211,-60.889034,58.3,0.7
subclinica,subclinica,2026-03-19 20:10:00,COW_012,0.0747,38.32,1,63.0,35.43,39.37,0,-34.602211,-60.889035,75.0,0.9
subclinica,subclinica,2026-03-19 20:15:00,COW_012,0.0752,39.1,1,68.3,35.57,44.66,0,-34.602211,-60.889035,11.7,0.14
subclinica,subclinica,2026-03-19 20:20:00,COW_012,0.0758,38.78,1,73.7,42.34,56.59,0,-34.602211,-60.889035,114.2,1.37
subclinica,subclinica,2026-03-19 20:25:00,COW_012,0.0764,38.72,1,62.1,30.85,41.84,0,-34.60221,-60.889034,126.7,1.52
subclinica,subclinica,2026-03-19 20:30:00,COW_012,0.077,38.48,1,69.2,45.92,53.93,0,-34.602211,-60.889035,124.2,1.49
subclinica,subclinica,2026-03-19 20:35:00,COW_012,0.0775,38.48,1,63.6,31.41,39.53,0,-34.602211,-60.889035,109.2,1.31
subclinica,subclinica,2026-03-19 20:40:00,COW_012,0.0781,38.1,1,66.0,28.25,34.87,0,-34.602212,-60.889035,55.0,0.66
subclinica,subclinica,2026-03-19 20:45:00,COW_012,0.0787,38.44,1,65.8,43.3,54.98,0,-34.602211,-60.889034,129.2,1.55
subclinica,subclinica,2026-03-19 20:50:00,COW_012,0.0793,39.02,0,62.9,39.38,56.89,0,-34.602211,-60.889034,133.3,1.6
subclinica,subclinica,2026-03-19 20:55:00,COW_012,0.0799,38.62,1,76.5,41.75,53.85,0,-34.602211,-60.889033,130.0,1.56
subclinica,subclinica,2026-03-19 21:00:00,COW_012,0.0804,38.49,1,75.4,36.68,45.82,0,-34.602211,-60.889033,55.8,0.67
subclinica,subclinica,2026-03-19 21:05:00,COW_012,0.081,38.77,0,46.6,42.39,49.47,0,-34.602211,-60.889032,65.0,0.78
subclinica,subclinica,2026-03-19 21:10:00,COW_012,0.0816,38.93,0,68.0,37.08,51.27,0,-34.602211,-60.889033,50.8,0.61
subclinica,subclinica,2026-03-19 21:15:00,COW_012,0.0822,38.65,1,56.7,34.96,44.94,0,-34.602211,-60.889033,21.7,0.26
subclinica,subclinica,2026-03-19 21:20:00,COW_012,0.0828,39.38,1,64.3,46.82,53.59,0,-34.602213,-60.889033,135.0,1.62
subclinica,subclinica,2026-03-19 21:25:00,COW_012,0.0833,38.99,0,59.2,38.21,43.31,0,-34.602213,-60.889033,0.0,0.0
subclinica,subclinica,2026-03-19 21:30:00,COW_012,0.0839,38.51,1,67.5,42.79,47.46,0,-34.602213,-60.889032,99.2,1.19
subclinica,subclinica,2026-03-19 21:35:00,COW_012,0.0845,38.85,0,62.5,48.9,69.25,0,-34.602213,-60.889032,58.3,0.7
subclinica,subclinica,2026-03-19 21:40:00,COW_012,0.0851,38.33,1,63.8,36.61,49.97,0,-34.602213,-60.889032,2.5,0.03
subclinica,subclinica,2026-03-19 21:45:00,COW_012,0.0856,38.57,1,53.8,38.21,45.21,1,-34.602213,-60.889032,72.5,0.87
subclinica,subclinica,2026-03-19 21:50:00,COW_012,0.0862,39.09,1,68.9,36.23,51.68,0,-34.602214,-60.889032,78.3,0.94
subclinica,subclinica,2026-03-19 21:55:00,COW_012,0.0868,38.31,1,67.4,46.37,67.06,0,-34.602214,-60.889032,5.8,0.07
subclinica,subclinica,2026-03-19 22:00:00,COW_012,0.0874,38.94,1,51.1,36.7,43.32,0,-34.602214,-60.889032,69.2,0.83
subclinica,subclinica,2026-03-19 22:05:00,COW_012,0.088,38.71,1,54.4,40.98,58.09,0,-34.602214,-60.889032,63.3,0.76
subclinica,subclinica,2026-03-19 22:10:00,COW_012,0.0885,38.4,0,68.9,42.19,50.58,0,-34.602213,-60.889032,108.3,1.3
subclinica,subclinica,2026-03-19 22:15:00,COW_012,0.0891,38.79,1,62.1,39.43,47.79,0,-34.602213,-60.889033,48.3,0.58
subclinica,subclinica,2026-03-19 22:20:00,COW_012,0.0897,38.74,1,62.7,36.76,44.54,0,-34.602213,-60.889032,57.5,0.69
subclinica,subclinica,2026-03-19 22:25:00,COW_012,0.0903,38.89,1,62.2,42.69,52.32,0,-34.602213,-60.889032,100.8,1.21
subclinica,subclinica,2026-03-19 22:30:00,COW_012,0.0909,38.7,1,76.0,49.28,56.66,0,-34.602213,-60.889032,27.5,0.33
subclinica,subclinica,2026-03-19 22:35:00,COW_012,0.0914,38.9,0,73.6,35.53,45.14,0,-34.602213,-60.889032,95.0,1.14
subclinica,subclinica,2026-03-19 22:40:00,COW_012,0.092,38.32,1,60.2,37.59,54.34,0,-34.602213,-60.889032,61.7,0.74
subclinica,subclinica,2026-03-19 22:45:00,COW_012,0.0926,38.89,1,58.6,45.84,53.18,0,-34.602213,-60.889032,0.0,0.0
subclinica,subclinica,2026-03-19 22:50:00,COW_012,0.0932,39.63,0,61.2,27.41,34.2,0,-34.602213,-60.889032,14.2,0.17
subclinica,subclinica,2026-03-19 22:55:00,COW_012,0.0938,38.66,1,52.2,42.67,48.5,0,-34.602213,-60.889032,0.8,0.01
subclinica,subclinica,2026-03-19 23:00:00,COW_012,0.0943,38.57,1,75.8,43.74,55.81,0,-34.602213,-60.889032,99.2,1.19
subclinica,subclinica,2026-03-19 23:05:00,COW_012,0.0949,38.64,0,51.9,32.76,41.31,0,-34.602212,-60.889033,186.7,2.24
subclinica,subclinica,2026-03-19 23:10:00,COW_012,0.0955,39.44,1,71.6,31.53,41.85,0,-34.602212,-60.889033,0.0,0.0
subclinica,subclinica,2026-03-19 23:15:00,COW_012,0.0961,38.18,1,70.7,42.29,55.92,0,-34.602212,-60.889033,5.8,0.07
subclinica,subclinica,2026-03-19 23:20:00,COW_012,0.0966,39.14,1,58.6,32.66,43.94,0,-34.602213,-60.889033,60.0,0.72
subclinica,subclinica,2026-03-19 23:25:00,COW_012,0.0972,38.39,1,63.1,46.09,66.25,0,-34.602213,-60.889034,82.5,0.99
subclinica,subclinica,2026-03-19 23:30:00,COW_012,0.0978,39.11,1,74.5,40.06,45.68,0,-34.602213,-60.889035,96.7,1.16
subclinica,subclinica,2026-03-19 23:35:00,COW_012,0.0984,38.85,0,67.1,45.86,53.93,0,-34.602213,-60.889034,54.2,0.65
subclinica,subclinica,2026-03-19 23:40:00,COW_012,0.099,38.65,1,68.6,35.71,48.31,0,-34.602212,-60.889034,55.8,0.67
subclinica,subclinica,2026-03-19 23:45:00,COW_012,0.0995,38.11,1,64.1,30.03,41.19,1,-34.602211,-60.889033,129.2,1.55
subclinica,subclinica,2026-03-19 23:50:00,COW_012,0.1001,38.38,1,67.3,43.38,48.84,0,-34.602212,-60.889033,123.3,1.48
subclinica,subclinica,2026-03-19 23:55:00,COW_012,0.1007,38.49,0,64.3,28.53,36.01,0,-34.602212,-60.889033,10.0,0.12
subclinica,subclinica,2026-03-20 00:00:00,COW_012,0.1013,38.51,1,60.5,41.26,46.12,0,-34.602212,-60.889033,36.7,0.44
subclinica,subclinica,2026-03-20 00:05:00,COW_012,0.1019,38.44,1,74.4,41.93,50.07,0,-34.602212,-60.889033,8.3,0.1
subclinica,subclinica,2026-03-20 00:10:00,COW_012,0.1024,38.15,1,64.2,37.74,48.11,0,-34.602212,-60.889033,140.8,1.69
subclinica,subclinica,2026-03-20 00:15:00,COW_012,0.103,39.09,1,62.2,44.05,56.78,0,-34.602212,-60.889034,56.7,0.68
subclinica,subclinica,2026-03-20 00:20:00,COW_012,0.1036,38.69,1,68.2,44.37,51.87,0,-34.602212,-60.889034,48.3,0.58
subclinica,subclinica,2026-03-20 00:25:00,COW_012,0.1042,38.34,1,67.2,40.1,47.57,0,-34.602212,-60.889034,25.8,0.31
subclinica,subclinica,2026-03-20 00:30:00,COW_012,0.1047,38.2,1,74.2,33.54,44.03,1,-34.602212,-60.889034,9.2,0.11
subclinica,subclinica,2026-03-20 00:35:00,COW_012,0.1053,38.6,1,79.3,37.47,50.6,0,-34.602212,-60.889033,110.8,1.33
subclinica,subclinica,2026-03-20 00:40:00,COW_012,0.1059,37.83,1,74.2,34.08,44.63,0,-34.602212,-60.889033,0.0,0.0
subclinica,subclinica,2026-03-20 00:45:00,COW_012,0.1065,38.56,1,66.7,35.16,42.23,0,-34.602212,-60.889033,10.8,0.13
subclinica,subclinica,2026-03-20 00:50:00,COW_012,0.1071,39.35,1,74.3,35.52,40.91,0,-34.602211,-60.889033,76.7,0.92
subclinica,subclinica,2026-03-20 00:55:00,COW_012,0.1076,39.01,1,62.7,39.81,47.03,0,-34.602211,-60.889034,19.2,0.23
subclinica,subclinica,2026-03-20 01:00:00,COW_012,0.1082,38.55,1,71.1,45.37,51.71,0,-34.602211,-60.889033,78.3,0.94
subclinica,subclinica,2026-03-20 01:05:00,COW_012,0.1088,39.03,1,73.0,36.0,45.68,0,-34.602211,-60.889034,70.8,0.85
